DateKey,FullDate,DayName,DayNumber,MonthName,MonthNumber,QuarterNumber,Year
20060524,5/24/2006,Wednesday,4,May,5,2,2006
20060525,5/25/2006,Thursday,5,May,5,2,2006
20060526,5/26/2006,Friday,6,May,5,2,2006
20060527,5/27/2006,Saturday,7,May,5,2,2006
20060528,5/28/2006,Sunday,1,May,5,2,2006
20060529,5/29/2006,Monday,2,May,5,2,2006
20060530,5/30/2006,Tuesday,3,May,5,2,2006
20060531,5/31/2006,Wednesday,4,May,5,2,2006
20060601,6/1/2006,Thursday,5,June,6,2,2006
20060602,6/2/2006,Friday,6,June,6,2,2006
20060603,6/3/2006,Saturday,7,June,6,2,2006
20060604,6/4/2006,Sunday,1,June,6,2,2006
20060605,6/5/2006,Monday,2,June,6,2,2006
20060606,6/6/2006,Tuesday,3,June,6,2,2006
20060607,6/7/2006,Wednesday,4,June,6,2,2006
20060608,6/8/2006,Thursday,5,June,6,2,2006
20060609,6/9/2006,Friday,6,June,6,2,2006
20060610,6/10/2006,Saturday,7,June,6,2,2006
20060611,6/11/2006,Sunday,1,June,6,2,2006
20060612,6/12/2006,Monday,2,June,6,2,2006
20060613,6/13/2006,Tuesday,3,June,6,2,2006
20060614,6/14/2006,Wednesday,4,June,6,2,2006
20060615,6/15/2006,Thursday,5,June,6,2,2006
20060616,6/16/2006,Friday,6,June,6,2,2006
20060617,6/17/2006,Saturday,7,June,6,2,2006
20060618,6/18/2006,Sunday,1,June,6,2,2006
20060619,6/19/2006,Monday,2,June,6,2,2006
20060620,6/20/2006,Tuesday,3,June,6,2,2006
20060621,6/21/2006,Wednesday,4,June,6,2,2006
20060622,6/22/2006,Thursday,5,June,6,2,2006
20060623,6/23/2006,Friday,6,June,6,2,2006
20060624,6/24/2006,Saturday,7,June,6,2,2006
20060625,6/25/2006,Sunday,1,June,6,2,2006
20060626,6/26/2006,Monday,2,June,6,2,2006
20060627,6/27/2006,Tuesday,3,June,6,2,2006
20060628,6/28/2006,Wednesday,4,June,6,2,2006
20060629,6/29/2006,Thursday,5,June,6,2,2006
20060630,6/30/2006,Friday,6,June,6,2,2006
20060701,7/1/2006,Saturday,7,July,7,3,2006
20060702,7/2/2006,Sunday,1,July,7,3,2006
20060703,7/3/2006,Monday,2,July,7,3,2006
20060704,7/4/2006,Tuesday,3,July,7,3,2006
20060705,7/5/2006,Wednesday,4,July,7,3,2006
20060706,7/6/2006,Thursday,5,July,7,3,2006
20060707,7/7/2006,Friday,6,July,7,3,2006
20060708,7/8/2006,Saturday,7,July,7,3,2006
20060709,7/9/2006,Sunday,1,July,7,3,2006
20060710,7/10/2006,Monday,2,July,7,3,2006
20060711,7/11/2006,Tuesday,3,July,7,3,2006
20060712,7/12/2006,Wednesday,4,July,7,3,2006
20060713,7/13/2006,Thursday,5,July,7,3,2006
20060714,7/14/2006,Friday,6,July,7,3,2006
20060715,7/15/2006,Saturday,7,July,7,3,2006
20060716,7/16/2006,Sunday,1,July,7,3,2006
20060717,7/17/2006,Monday,2,July,7,3,2006
20060718,7/18/2006,Tuesday,3,July,7,3,2006
20060719,7/19/2006,Wednesday,4,July,7,3,2006
20060720,7/20/2006,Thursday,5,July,7,3,2006
20060721,7/21/2006,Friday,6,July,7,3,2006
20060722,7/22/2006,Saturday,7,July,7,3,2006
20060723,7/23/2006,Sunday,1,July,7,3,2006
20060724,7/24/2006,Monday,2,July,7,3,2006
20060725,7/25/2006,Tuesday,3,July,7,3,2006
20060726,7/26/2006,Wednesday,4,July,7,3,2006
20060727,7/27/2006,Thursday,5,July,7,3,2006
20060728,7/28/2006,Friday,6,July,7,3,2006
20060729,7/29/2006,Saturday,7,July,7,3,2006
20060730,7/30/2006,Sunday,1,July,7,3,2006
20060731,7/31/2006,Monday,2,July,7,3,2006
20060801,8/1/2006,Tuesday,3,August,8,3,2006
20060802,8/2/2006,Wednesday,4,August,8,3,2006
20060803,8/3/2006,Thursday,5,August,8,3,2006
20060804,8/4/2006,Friday,6,August,8,3,2006
20060805,8/5/2006,Saturday,7,August,8,3,2006
20060806,8/6/2006,Sunday,1,August,8,3,2006
20060807,8/7/2006,Monday,2,August,8,3,2006
20060808,8/8/2006,Tuesday,3,August,8,3,2006
20060809,8/9/2006,Wednesday,4,August,8,3,2006
20060810,8/10/2006,Thursday,5,August,8,3,2006
20060811,8/11/2006,Friday,6,August,8,3,2006
20060812,8/12/2006,Saturday,7,August,8,3,2006
20060813,8/13/2006,Sunday,1,August,8,3,2006
20060814,8/14/2006,Monday,2,August,8,3,2006
20060815,8/15/2006,Tuesday,3,August,8,3,2006
20060816,8/16/2006,Wednesday,4,August,8,3,2006
20060817,8/17/2006,Thursday,5,August,8,3,2006
20060818,8/18/2006,Friday,6,August,8,3,2006
20060819,8/19/2006,Saturday,7,August,8,3,2006
20060820,8/20/2006,Sunday,1,August,8,3,2006
20060821,8/21/2006,Monday,2,August,8,3,2006
20060822,8/22/2006,Tuesday,3,August,8,3,2006
20060823,8/23/2006,Wednesday,4,August,8,3,2006
20060824,8/24/2006,Thursday,5,August,8,3,2006
20060825,8/25/2006,Friday,6,August,8,3,2006
20060826,8/26/2006,Saturday,7,August,8,3,2006
20060827,8/27/2006,Sunday,1,August,8,3,2006
20060828,8/28/2006,Monday,2,August,8,3,2006
20060829,8/29/2006,Tuesday,3,August,8,3,2006
20060830,8/30/2006,Wednesday,4,August,8,3,2006
20060831,8/31/2006,Thursday,5,August,8,3,2006
20060901,9/1/2006,Friday,6,September,9,3,2006
20060902,9/2/2006,Saturday,7,September,9,3,2006
20060903,9/3/2006,Sunday,1,September,9,3,2006
20060904,9/4/2006,Monday,2,September,9,3,2006
20060905,9/5/2006,Tuesday,3,September,9,3,2006
20060906,9/6/2006,Wednesday,4,September,9,3,2006
20060907,9/7/2006,Thursday,5,September,9,3,2006
20060908,9/8/2006,Friday,6,September,9,3,2006
20060909,9/9/2006,Saturday,7,September,9,3,2006
20060910,9/10/2006,Sunday,1,September,9,3,2006
20060911,9/11/2006,Monday,2,September,9,3,2006
20060912,9/12/2006,Tuesday,3,September,9,3,2006
20060913,9/13/2006,Wednesday,4,September,9,3,2006
20060914,9/14/2006,Thursday,5,September,9,3,2006
20060915,9/15/2006,Friday,6,September,9,3,2006
20060916,9/16/2006,Saturday,7,September,9,3,2006
20060917,9/17/2006,Sunday,1,September,9,3,2006
20060918,9/18/2006,Monday,2,September,9,3,2006
20060919,9/19/2006,Tuesday,3,September,9,3,2006
20060920,9/20/2006,Wednesday,4,September,9,3,2006
20060921,9/21/2006,Thursday,5,September,9,3,2006
20060922,9/22/2006,Friday,6,September,9,3,2006
20060923,9/23/2006,Saturday,7,September,9,3,2006
20060924,9/24/2006,Sunday,1,September,9,3,2006
20060925,9/25/2006,Monday,2,September,9,3,2006
20060926,9/26/2006,Tuesday,3,September,9,3,2006
20060927,9/27/2006,Wednesday,4,September,9,3,2006
20060928,9/28/2006,Thursday,5,September,9,3,2006
20060929,9/29/2006,Friday,6,September,9,3,2006
20060930,9/30/2006,Saturday,7,September,9,3,2006
20061001,10/1/2006,Sunday,1,October,10,4,2006
20061002,10/2/2006,Monday,2,October,10,4,2006
20061003,10/3/2006,Tuesday,3,October,10,4,2006
20061004,10/4/2006,Wednesday,4,October,10,4,2006
20061005,10/5/2006,Thursday,5,October,10,4,2006
20061006,10/6/2006,Friday,6,October,10,4,2006
20061007,10/7/2006,Saturday,7,October,10,4,2006
20061008,10/8/2006,Sunday,1,October,10,4,2006
20061009,10/9/2006,Monday,2,October,10,4,2006
20061010,10/10/2006,Tuesday,3,October,10,4,2006
20061011,10/11/2006,Wednesday,4,October,10,4,2006
20061012,10/12/2006,Thursday,5,October,10,4,2006
20061013,10/13/2006,Friday,6,October,10,4,2006
20061014,10/14/2006,Saturday,7,October,10,4,2006
20061015,10/15/2006,Sunday,1,October,10,4,2006
20061016,10/16/2006,Monday,2,October,10,4,2006
20061017,10/17/2006,Tuesday,3,October,10,4,2006
20061018,10/18/2006,Wednesday,4,October,10,4,2006
20061019,10/19/2006,Thursday,5,October,10,4,2006
20061020,10/20/2006,Friday,6,October,10,4,2006
20061021,10/21/2006,Saturday,7,October,10,4,2006
20061022,10/22/2006,Sunday,1,October,10,4,2006
20061023,10/23/2006,Monday,2,October,10,4,2006
20061024,10/24/2006,Tuesday,3,October,10,4,2006
20061025,10/25/2006,Wednesday,4,October,10,4,2006
20061026,10/26/2006,Thursday,5,October,10,4,2006
20061027,10/27/2006,Friday,6,October,10,4,2006
20061028,10/28/2006,Saturday,7,October,10,4,2006
20061029,10/29/2006,Sunday,1,October,10,4,2006
20061030,10/30/2006,Monday,2,October,10,4,2006
20061031,10/31/2006,Tuesday,3,October,10,4,2006
20061101,11/1/2006,Wednesday,4,November,11,4,2006
20061102,11/2/2006,Thursday,5,November,11,4,2006
20061103,11/3/2006,Friday,6,November,11,4,2006
20061104,11/4/2006,Saturday,7,November,11,4,2006
20061105,11/5/2006,Sunday,1,November,11,4,2006
20061106,11/6/2006,Monday,2,November,11,4,2006
20061107,11/7/2006,Tuesday,3,November,11,4,2006
20061108,11/8/2006,Wednesday,4,November,11,4,2006
20061109,11/9/2006,Thursday,5,November,11,4,2006
20061110,11/10/2006,Friday,6,November,11,4,2006
20061111,11/11/2006,Saturday,7,November,11,4,2006
20061112,11/12/2006,Sunday,1,November,11,4,2006
20061113,11/13/2006,Monday,2,November,11,4,2006
20061114,11/14/2006,Tuesday,3,November,11,4,2006
20061115,11/15/2006,Wednesday,4,November,11,4,2006
20061116,11/16/2006,Thursday,5,November,11,4,2006
20061117,11/17/2006,Friday,6,November,11,4,2006
20061118,11/18/2006,Saturday,7,November,11,4,2006
20061119,11/19/2006,Sunday,1,November,11,4,2006
20061120,11/20/2006,Monday,2,November,11,4,2006
20061121,11/21/2006,Tuesday,3,November,11,4,2006
20061122,11/22/2006,Wednesday,4,November,11,4,2006
20061123,11/23/2006,Thursday,5,November,11,4,2006
20061124,11/24/2006,Friday,6,November,11,4,2006
20061125,11/25/2006,Saturday,7,November,11,4,2006
20061126,11/26/2006,Sunday,1,November,11,4,2006
20061127,11/27/2006,Monday,2,November,11,4,2006
20061128,11/28/2006,Tuesday,3,November,11,4,2006
20061129,11/29/2006,Wednesday,4,November,11,4,2006
20061130,11/30/2006,Thursday,5,November,11,4,2006
20061201,12/1/2006,Friday,6,December,12,4,2006
20061202,12/2/2006,Saturday,7,December,12,4,2006
20061203,12/3/2006,Sunday,1,December,12,4,2006
20061204,12/4/2006,Monday,2,December,12,4,2006
20061205,12/5/2006,Tuesday,3,December,12,4,2006
20061206,12/6/2006,Wednesday,4,December,12,4,2006
20061207,12/7/2006,Thursday,5,December,12,4,2006
20061208,12/8/2006,Friday,6,December,12,4,2006
20061209,12/9/2006,Saturday,7,December,12,4,2006
20061210,12/10/2006,Sunday,1,December,12,4,2006
20061211,12/11/2006,Monday,2,December,12,4,2006
20061212,12/12/2006,Tuesday,3,December,12,4,2006
20061213,12/13/2006,Wednesday,4,December,12,4,2006
20061214,12/14/2006,Thursday,5,December,12,4,2006
20061215,12/15/2006,Friday,6,December,12,4,2006
20061216,12/16/2006,Saturday,7,December,12,4,2006
20061217,12/17/2006,Sunday,1,December,12,4,2006
20061218,12/18/2006,Monday,2,December,12,4,2006
20061219,12/19/2006,Tuesday,3,December,12,4,2006
20061220,12/20/2006,Wednesday,4,December,12,4,2006
20061221,12/21/2006,Thursday,5,December,12,4,2006
20061222,12/22/2006,Friday,6,December,12,4,2006
20061223,12/23/2006,Saturday,7,December,12,4,2006
20061224,12/24/2006,Sunday,1,December,12,4,2006
20061225,12/25/2006,Monday,2,December,12,4,2006
20061226,12/26/2006,Tuesday,3,December,12,4,2006
20061227,12/27/2006,Wednesday,4,December,12,4,2006
20061228,12/28/2006,Thursday,5,December,12,4,2006
20061229,12/29/2006,Friday,6,December,12,4,2006
20061230,12/30/2006,Saturday,7,December,12,4,2006
20061231,12/31/2006,Sunday,1,December,12,4,2006
20070101,1/1/2007,Monday,2,January,1,1,2007
20070102,1/2/2007,Tuesday,3,January,1,1,2007
20070103,1/3/2007,Wednesday,4,January,1,1,2007
20070104,1/4/2007,Thursday,5,January,1,1,2007
20070105,1/5/2007,Friday,6,January,1,1,2007
20070106,1/6/2007,Saturday,7,January,1,1,2007
20070107,1/7/2007,Sunday,1,January,1,1,2007
20070108,1/8/2007,Monday,2,January,1,1,2007
20070109,1/9/2007,Tuesday,3,January,1,1,2007
20070110,1/10/2007,Wednesday,4,January,1,1,2007
20070111,1/11/2007,Thursday,5,January,1,1,2007
20070112,1/12/2007,Friday,6,January,1,1,2007
20070113,1/13/2007,Saturday,7,January,1,1,2007
20070114,1/14/2007,Sunday,1,January,1,1,2007
20070115,1/15/2007,Monday,2,January,1,1,2007
20070116,1/16/2007,Tuesday,3,January,1,1,2007
20070117,1/17/2007,Wednesday,4,January,1,1,2007
20070118,1/18/2007,Thursday,5,January,1,1,2007
20070119,1/19/2007,Friday,6,January,1,1,2007
20070120,1/20/2007,Saturday,7,January,1,1,2007
20070121,1/21/2007,Sunday,1,January,1,1,2007
20070122,1/22/2007,Monday,2,January,1,1,2007
20070123,1/23/2007,Tuesday,3,January,1,1,2007
20070124,1/24/2007,Wednesday,4,January,1,1,2007
20070125,1/25/2007,Thursday,5,January,1,1,2007
20070126,1/26/2007,Friday,6,January,1,1,2007
20070127,1/27/2007,Saturday,7,January,1,1,2007
20070128,1/28/2007,Sunday,1,January,1,1,2007
20070129,1/29/2007,Monday,2,January,1,1,2007
20070130,1/30/2007,Tuesday,3,January,1,1,2007
20070131,1/31/2007,Wednesday,4,January,1,1,2007
20070201,2/1/2007,Thursday,5,February,2,1,2007
20070202,2/2/2007,Friday,6,February,2,1,2007
20070203,2/3/2007,Saturday,7,February,2,1,2007
20070204,2/4/2007,Sunday,1,February,2,1,2007
20070205,2/5/2007,Monday,2,February,2,1,2007
20070206,2/6/2007,Tuesday,3,February,2,1,2007
20070207,2/7/2007,Wednesday,4,February,2,1,2007
20070208,2/8/2007,Thursday,5,February,2,1,2007
20070209,2/9/2007,Friday,6,February,2,1,2007
20070210,2/10/2007,Saturday,7,February,2,1,2007
20070211,2/11/2007,Sunday,1,February,2,1,2007
20070212,2/12/2007,Monday,2,February,2,1,2007
20070213,2/13/2007,Tuesday,3,February,2,1,2007
20070214,2/14/2007,Wednesday,4,February,2,1,2007
20070215,2/15/2007,Thursday,5,February,2,1,2007
20070216,2/16/2007,Friday,6,February,2,1,2007
20070217,2/17/2007,Saturday,7,February,2,1,2007
20070218,2/18/2007,Sunday,1,February,2,1,2007
20070219,2/19/2007,Monday,2,February,2,1,2007
20070220,2/20/2007,Tuesday,3,February,2,1,2007
20070221,2/21/2007,Wednesday,4,February,2,1,2007
20070222,2/22/2007,Thursday,5,February,2,1,2007
20070223,2/23/2007,Friday,6,February,2,1,2007
20070224,2/24/2007,Saturday,7,February,2,1,2007
20070225,2/25/2007,Sunday,1,February,2,1,2007
20070226,2/26/2007,Monday,2,February,2,1,2007
20070227,2/27/2007,Tuesday,3,February,2,1,2007
20070228,2/28/2007,Wednesday,4,February,2,1,2007
20070301,3/1/2007,Thursday,5,March,3,1,2007
20070302,3/2/2007,Friday,6,March,3,1,2007
20070303,3/3/2007,Saturday,7,March,3,1,2007
20070304,3/4/2007,Sunday,1,March,3,1,2007
20070305,3/5/2007,Monday,2,March,3,1,2007
20070306,3/6/2007,Tuesday,3,March,3,1,2007
20070307,3/7/2007,Wednesday,4,March,3,1,2007
20070308,3/8/2007,Thursday,5,March,3,1,2007
20070309,3/9/2007,Friday,6,March,3,1,2007
20070310,3/10/2007,Saturday,7,March,3,1,2007
20070311,3/11/2007,Sunday,1,March,3,1,2007
20070312,3/12/2007,Monday,2,March,3,1,2007
20070313,3/13/2007,Tuesday,3,March,3,1,2007
20070314,3/14/2007,Wednesday,4,March,3,1,2007
20070315,3/15/2007,Thursday,5,March,3,1,2007
20070316,3/16/2007,Friday,6,March,3,1,2007
20070317,3/17/2007,Saturday,7,March,3,1,2007
20070318,3/18/2007,Sunday,1,March,3,1,2007
20070319,3/19/2007,Monday,2,March,3,1,2007
20070320,3/20/2007,Tuesday,3,March,3,1,2007
20070321,3/21/2007,Wednesday,4,March,3,1,2007
20070322,3/22/2007,Thursday,5,March,3,1,2007
20070323,3/23/2007,Friday,6,March,3,1,2007
20070324,3/24/2007,Saturday,7,March,3,1,2007
20070325,3/25/2007,Sunday,1,March,3,1,2007
20070326,3/26/2007,Monday,2,March,3,1,2007
20070327,3/27/2007,Tuesday,3,March,3,1,2007
20070328,3/28/2007,Wednesday,4,March,3,1,2007
20070329,3/29/2007,Thursday,5,March,3,1,2007
20070330,3/30/2007,Friday,6,March,3,1,2007
20070331,3/31/2007,Saturday,7,March,3,1,2007
20070401,4/1/2007,Sunday,1,April,4,2,2007
20070402,4/2/2007,Monday,2,April,4,2,2007
20070403,4/3/2007,Tuesday,3,April,4,2,2007
20070404,4/4/2007,Wednesday,4,April,4,2,2007
20070405,4/5/2007,Thursday,5,April,4,2,2007
20070406,4/6/2007,Friday,6,April,4,2,2007
20070407,4/7/2007,Saturday,7,April,4,2,2007
20070408,4/8/2007,Sunday,1,April,4,2,2007
20070409,4/9/2007,Monday,2,April,4,2,2007
20070410,4/10/2007,Tuesday,3,April,4,2,2007
20070411,4/11/2007,Wednesday,4,April,4,2,2007
20070412,4/12/2007,Thursday,5,April,4,2,2007
20070413,4/13/2007,Friday,6,April,4,2,2007
20070414,4/14/2007,Saturday,7,April,4,2,2007
20070415,4/15/2007,Sunday,1,April,4,2,2007
20070416,4/16/2007,Monday,2,April,4,2,2007
20070417,4/17/2007,Tuesday,3,April,4,2,2007
20070418,4/18/2007,Wednesday,4,April,4,2,2007
20070419,4/19/2007,Thursday,5,April,4,2,2007
20070420,4/20/2007,Friday,6,April,4,2,2007
20070421,4/21/2007,Saturday,7,April,4,2,2007
20070422,4/22/2007,Sunday,1,April,4,2,2007
20070423,4/23/2007,Monday,2,April,4,2,2007
20070424,4/24/2007,Tuesday,3,April,4,2,2007
20070425,4/25/2007,Wednesday,4,April,4,2,2007
20070426,4/26/2007,Thursday,5,April,4,2,2007
20070427,4/27/2007,Friday,6,April,4,2,2007
20070428,4/28/2007,Saturday,7,April,4,2,2007
20070429,4/29/2007,Sunday,1,April,4,2,2007
20070430,4/30/2007,Monday,2,April,4,2,2007
20070501,5/1/2007,Tuesday,3,May,5,2,2007
20070502,5/2/2007,Wednesday,4,May,5,2,2007
20070503,5/3/2007,Thursday,5,May,5,2,2007
20070504,5/4/2007,Friday,6,May,5,2,2007
20070505,5/5/2007,Saturday,7,May,5,2,2007
20070506,5/6/2007,Sunday,1,May,5,2,2007
20070507,5/7/2007,Monday,2,May,5,2,2007
20070508,5/8/2007,Tuesday,3,May,5,2,2007
20070509,5/9/2007,Wednesday,4,May,5,2,2007
20070510,5/10/2007,Thursday,5,May,5,2,2007
20070511,5/11/2007,Friday,6,May,5,2,2007
20070512,5/12/2007,Saturday,7,May,5,2,2007
20070513,5/13/2007,Sunday,1,May,5,2,2007
20070514,5/14/2007,Monday,2,May,5,2,2007
20070515,5/15/2007,Tuesday,3,May,5,2,2007
20070516,5/16/2007,Wednesday,4,May,5,2,2007
20070517,5/17/2007,Thursday,5,May,5,2,2007
20070518,5/18/2007,Friday,6,May,5,2,2007
20070519,5/19/2007,Saturday,7,May,5,2,2007
20070520,5/20/2007,Sunday,1,May,5,2,2007
20070521,5/21/2007,Monday,2,May,5,2,2007
20070522,5/22/2007,Tuesday,3,May,5,2,2007
20070523,5/23/2007,Wednesday,4,May,5,2,2007
20070524,5/24/2007,Thursday,5,May,5,2,2007
20070525,5/25/2007,Friday,6,May,5,2,2007
20070526,5/26/2007,Saturday,7,May,5,2,2007
20070527,5/27/2007,Sunday,1,May,5,2,2007
20070528,5/28/2007,Monday,2,May,5,2,2007
20070529,5/29/2007,Tuesday,3,May,5,2,2007
20070530,5/30/2007,Wednesday,4,May,5,2,2007
20070531,5/31/2007,Thursday,5,May,5,2,2007
20070601,6/1/2007,Friday,6,June,6,2,2007
20070602,6/2/2007,Saturday,7,June,6,2,2007
20070603,6/3/2007,Sunday,1,June,6,2,2007
20070604,6/4/2007,Monday,2,June,6,2,2007
20070605,6/5/2007,Tuesday,3,June,6,2,2007
20070606,6/6/2007,Wednesday,4,June,6,2,2007
20070607,6/7/2007,Thursday,5,June,6,2,2007
20070608,6/8/2007,Friday,6,June,6,2,2007
20070609,6/9/2007,Saturday,7,June,6,2,2007
20070610,6/10/2007,Sunday,1,June,6,2,2007
20070611,6/11/2007,Monday,2,June,6,2,2007
20070612,6/12/2007,Tuesday,3,June,6,2,2007
20070613,6/13/2007,Wednesday,4,June,6,2,2007
20070614,6/14/2007,Thursday,5,June,6,2,2007
20070615,6/15/2007,Friday,6,June,6,2,2007
20070616,6/16/2007,Saturday,7,June,6,2,2007
20070617,6/17/2007,Sunday,1,June,6,2,2007
20070618,6/18/2007,Monday,2,June,6,2,2007
20070619,6/19/2007,Tuesday,3,June,6,2,2007
20070620,6/20/2007,Wednesday,4,June,6,2,2007
20070621,6/21/2007,Thursday,5,June,6,2,2007
20070622,6/22/2007,Friday,6,June,6,2,2007
20070623,6/23/2007,Saturday,7,June,6,2,2007
20070624,6/24/2007,Sunday,1,June,6,2,2007
20070625,6/25/2007,Monday,2,June,6,2,2007
20070626,6/26/2007,Tuesday,3,June,6,2,2007
20070627,6/27/2007,Wednesday,4,June,6,2,2007
20070628,6/28/2007,Thursday,5,June,6,2,2007
20070629,6/29/2007,Friday,6,June,6,2,2007
20070630,6/30/2007,Saturday,7,June,6,2,2007
20070701,7/1/2007,Sunday,1,July,7,3,2007
20070702,7/2/2007,Monday,2,July,7,3,2007
20070703,7/3/2007,Tuesday,3,July,7,3,2007
20070704,7/4/2007,Wednesday,4,July,7,3,2007
20070705,7/5/2007,Thursday,5,July,7,3,2007
20070706,7/6/2007,Friday,6,July,7,3,2007
20070707,7/7/2007,Saturday,7,July,7,3,2007
20070708,7/8/2007,Sunday,1,July,7,3,2007
20070709,7/9/2007,Monday,2,July,7,3,2007
20070710,7/10/2007,Tuesday,3,July,7,3,2007
20070711,7/11/2007,Wednesday,4,July,7,3,2007
20070712,7/12/2007,Thursday,5,July,7,3,2007
20070713,7/13/2007,Friday,6,July,7,3,2007
20070714,7/14/2007,Saturday,7,July,7,3,2007
20070715,7/15/2007,Sunday,1,July,7,3,2007
20070716,7/16/2007,Monday,2,July,7,3,2007
20070717,7/17/2007,Tuesday,3,July,7,3,2007
20070718,7/18/2007,Wednesday,4,July,7,3,2007
20070719,7/19/2007,Thursday,5,July,7,3,2007
20070720,7/20/2007,Friday,6,July,7,3,2007
20070721,7/21/2007,Saturday,7,July,7,3,2007
20070722,7/22/2007,Sunday,1,July,7,3,2007
20070723,7/23/2007,Monday,2,July,7,3,2007
20070724,7/24/2007,Tuesday,3,July,7,3,2007
20070725,7/25/2007,Wednesday,4,July,7,3,2007
20070726,7/26/2007,Thursday,5,July,7,3,2007
20070727,7/27/2007,Friday,6,July,7,3,2007
20070728,7/28/2007,Saturday,7,July,7,3,2007
20070729,7/29/2007,Sunday,1,July,7,3,2007
20070730,7/30/2007,Monday,2,July,7,3,2007
20070731,7/31/2007,Tuesday,3,July,7,3,2007
20070801,8/1/2007,Wednesday,4,August,8,3,2007
20070802,8/2/2007,Thursday,5,August,8,3,2007
20070803,8/3/2007,Friday,6,August,8,3,2007
20070804,8/4/2007,Saturday,7,August,8,3,2007
20070805,8/5/2007,Sunday,1,August,8,3,2007
20070806,8/6/2007,Monday,2,August,8,3,2007
20070807,8/7/2007,Tuesday,3,August,8,3,2007
20070808,8/8/2007,Wednesday,4,August,8,3,2007
20070809,8/9/2007,Thursday,5,August,8,3,2007
20070810,8/10/2007,Friday,6,August,8,3,2007
20070811,8/11/2007,Saturday,7,August,8,3,2007
20070812,8/12/2007,Sunday,1,August,8,3,2007
20070813,8/13/2007,Monday,2,August,8,3,2007
20070814,8/14/2007,Tuesday,3,August,8,3,2007
20070815,8/15/2007,Wednesday,4,August,8,3,2007
20070816,8/16/2007,Thursday,5,August,8,3,2007
20070817,8/17/2007,Friday,6,August,8,3,2007
20070818,8/18/2007,Saturday,7,August,8,3,2007
20070819,8/19/2007,Sunday,1,August,8,3,2007
20070820,8/20/2007,Monday,2,August,8,3,2007
20070821,8/21/2007,Tuesday,3,August,8,3,2007
20070822,8/22/2007,Wednesday,4,August,8,3,2007
20070823,8/23/2007,Thursday,5,August,8,3,2007
20070824,8/24/2007,Friday,6,August,8,3,2007
20070825,8/25/2007,Saturday,7,August,8,3,2007
20070826,8/26/2007,Sunday,1,August,8,3,2007
20070827,8/27/2007,Monday,2,August,8,3,2007
20070828,8/28/2007,Tuesday,3,August,8,3,2007
20070829,8/29/2007,Wednesday,4,August,8,3,2007
20070830,8/30/2007,Thursday,5,August,8,3,2007
20070831,8/31/2007,Friday,6,August,8,3,2007
20070901,9/1/2007,Saturday,7,September,9,3,2007
20070902,9/2/2007,Sunday,1,September,9,3,2007
20070903,9/3/2007,Monday,2,September,9,3,2007
20070904,9/4/2007,Tuesday,3,September,9,3,2007
20070905,9/5/2007,Wednesday,4,September,9,3,2007
20070906,9/6/2007,Thursday,5,September,9,3,2007
20070907,9/7/2007,Friday,6,September,9,3,2007
20070908,9/8/2007,Saturday,7,September,9,3,2007
20070909,9/9/2007,Sunday,1,September,9,3,2007
20070910,9/10/2007,Monday,2,September,9,3,2007
20070911,9/11/2007,Tuesday,3,September,9,3,2007
20070912,9/12/2007,Wednesday,4,September,9,3,2007
20070913,9/13/2007,Thursday,5,September,9,3,2007
20070914,9/14/2007,Friday,6,September,9,3,2007
20070915,9/15/2007,Saturday,7,September,9,3,2007
20070916,9/16/2007,Sunday,1,September,9,3,2007
20070917,9/17/2007,Monday,2,September,9,3,2007
20070918,9/18/2007,Tuesday,3,September,9,3,2007
20070919,9/19/2007,Wednesday,4,September,9,3,2007
20070920,9/20/2007,Thursday,5,September,9,3,2007
20070921,9/21/2007,Friday,6,September,9,3,2007
20070922,9/22/2007,Saturday,7,September,9,3,2007
20070923,9/23/2007,Sunday,1,September,9,3,2007
20070924,9/24/2007,Monday,2,September,9,3,2007
20070925,9/25/2007,Tuesday,3,September,9,3,2007
20070926,9/26/2007,Wednesday,4,September,9,3,2007
20070927,9/27/2007,Thursday,5,September,9,3,2007
